"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Isle of Man","IMN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","3","","","","","3.206","","","","","3.691","","","","","5","","","","","5","","","","","6.881","","","","","6.881","","","","7.359","","",
"Not classified","INX","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","16","","","","","16","","","","","16","","","","16","","",
"Iran, Islamic Rep.","IRN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.229","","","","","5.491","","","","","6.645","","","","6.645","","",
"Iraq","IRQ","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","1.43","","","","","1.752","","","","","2.072","","","","","2.991","","","","","5.129","","","","","6.515","","","","","6.515","","","","6.515","","",
"Iceland","ISL","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","24.91","","","","","","","","","","24.91","","","","","48.47","","","","","49.09","","","","49.09","","",
"Israel","ISR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","15.35","","","","","18.84","","","","","22.06","","","","","","","","","","26.72","","","","","26.72","","","","","37.58","","","","","36.44","","","","36.44","","",
"Italy","ITA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","16.83","","","","","","","","","","","","","","","","","","","","","","","","","16.83","","","","","20.06","","","","","20.06","","","","20.06","","",
"Jamaica","JAM","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","","43.87","","","","","43.87","","","","43.87","","",
"Jordan","JOR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","29.05","","","","","24.86","","","","","21.81","","","","","21.75","","","","","21.75","","","","","21.75","","","","","30.96","","","","30.96","","",
"Japan","JPN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","15.53","","","","","","","","","","18.6","","","","","18.6","","","","","19.32","","","","","19.32","","","","19.32","","",
"Kazakhstan","KAZ","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.732","","","","","4.218","","","","","4.117","","","","4.153","","",
"Kenya","KEN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.67","","","","","19.67","","","","","19.67","","","","","17.18","","","","17.18","","",
"Kyrgyz Republic","KGZ","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.983","","","","","3.175","","","","","3.175","","","","3.175","","",
"Cambodia","KHM","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.487","","","","4.487","","",
"Kiribati","KIR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.99","","","","","25.99","","","","25.99","","",
"Kosovo","KSV","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.36","","","","","43.86","","","","","43.86","","","","43.86","","",
"Latin America & Caribbean (developing only)","LAC","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","43","","","","","","","","","","","","","","","","","","","","7.09262088862201","","","","","19.8212401052606","","","","","19.4284977327822","","","","","21.3162898062176","","","","21.2609629840659","","",
"Lao PDR","LAO","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.052","","","","3.052","","",
"Lebanon","LBN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","11.05","","","","","","","","","","","","","","","","","","","","28.46","","","","","30.29","","","","","29.01","","","","29.01","","",
"Liberia","LBR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","","","","","","","","","27","","","","","39.83","","","","","39.83","","","","39.83","","",
"Libya","LBY","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","12.62","","","","","8.613","","","","","10.87","","","","","14.1","","","","","14.1","","","","14.1","","",
"St. Lucia","LCA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.04","","","","59.04","","",
"Latin America & Caribbean (all income levels)","LCN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","6","","","","","43","","","","","","","","","","","","","","","","","","","","7.48854548440142","","","","","18.4927017333414","","","","","19.1257752886428","","","","","20.9672993340805","","","","20.9163970086141","","",
"Least developed countries: UN classification","LDC","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","32","","","","","","","","","","11.9153333333333","","","","","1.63431883793643","","","","","6.12571512810893","","","","","2.89347920475607","","","","","6.1893424176284","","","","","6.03831517282421","","","","6.75116250871149","","",
"Low income","LIC","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","32","","","","","","","","","","7","","","","","1.67004829635083","","","","","14.7777366176958","","","","","2.67007773290765","","","","","6.92721155021573","","","","","7.20891082405679","","","","7.75698254987773","","",
"Liechtenstein","LIE","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.996","","","","","1.996","","","","","3.82","","","","","6.216","","","","6.216","","",
"Lower middle income","LMC","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","35","","","","","2.42482189726284","","","","","3.23968936670108","","","","","3.97130983973713","","","","","4.91463489557372","","","","","5.18423814684967","","","","","7.22669651640042","","","","","7.13358143438437","","","","7.52578738614814","","",
"Low & middle income","LMY","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","23.975665961945","","","","","2.67604208691997","","","","","2.636191147519","","","","","4.87906329271138","","","","","6.19364928944465","","","","","6.54166029316696","","","","","8.2536789942786","","","","","9.90047062403683","","","","9.94778014099605","","",
"Lesotho","LSO","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","","","","","","","","","22","","","","","40","","","","","40","","","","40","","",
"Lithuania","LTU","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.03","","","","","5.439","","","","","6.56","","","","6.56","","",
"Luxembourg","LUX","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.12","","","","","63.12","","","","63.12","","",
"Latvia","LVA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.09","","","","","38.74","","","","","38.74","","","","38.74","","",
"Macao SAR, China","MAC","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.918","","","","","4.918","","","","","9.81","","","","","9.81","","","","9.81","","",
"Monaco","MCO","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","100","","","","","100","","","","100","","",
"Moldova","MDA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.079","","","","","9.079","","","","","8.564","","","","","8.564","","","","8.564","","",
"Madagascar","MDG","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","1.627","","","","","1.627","","","","1.627","","",
"Maldives","MDV","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","97.06","","","","","","","","","","97.06","","","","","97.06","","","","","97.06","","","","94.92","","",
"Middle East & North Africa (all income levels)","MEA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","4.22251411526579","","","","","3.08085273222823","","","","","6.83598688825697","","","","","7.59276510640536","","","","","8.06616861872426","","","","","8.53808862054493","","","","8.53808862054493","","",
"Mexico","MEX","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.22","","","","","14.14","","","","14.04","","",
"Marshall Islands","MHL","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","23.8609506790565","","","","","2.67604208691997","","","","","2.63610248663629","","","","","5.10012467995314","","","","","6.16707366573081","","","","","6.74444988907322","","","","","8.33316510096868","","","","","10.0590557043018","","","","10.0981044534509","","",
"Macedonia, FYR","MKD","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.83","","","","","29.54","","","","","21.11","","","","21.11","","",
"Mali","MLI","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","1.985","","","","","","","","","","1.985","","","","","9.013","","","","","9.013","","","","9.013","","",
"Malta","MLT","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5","","","","","63.82","","","","","63.82","","","","63.82","","",
"Myanmar","MMR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9809","","","","","","","","","","0.9809","","","","","10","","","","","10","","","","10","","",
"Middle East & North Africa (developing only)","MNA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","3.40096312168716","","","","","3.08085273222823","","","","","5.7484393146053","","","","","7.09184243980363","","","","","7.54042268979745","","","","","7.96430671619421","","","","7.96430671619421","","",
"Montenegro","MNE","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.91","","",
"Mongolia","MNG","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.86","","","","","19.86","","","","","19.86","","","","19.86","","",
"Northern Mariana Islands","MNP","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.76","","","","","8.76","","","","","22.83","","","","","22.83","","","","22.83","","",
"Mauritania","MRT","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","12.05","","","","","","","","","","","","","","","12.05","","","","","4.741","","","","","4.741","","","","4.741","","",
"Mauritius","MUS","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","16.22","","","","","","","","","","","","","","","","","","","","17.56","","","","","17.56","","","","","29.52","","","","29.52","","",
"Malawi","MWI","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.15","","","","","12.34","","","","","12.34","","","","12.34","","",
"Malaysia","MYS","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.083","","","","","17.89","","","","","17.89","","","","","29.54","","","","29.54","","",
"North America","NAC","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.12","","","","","13.31","","","","","14.0454920384312","","","","","14.1954825790949","","","","14.1954825790949","","",
"Namibia","NAM","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.51","","","","","26.01","","","","","24.33","","","","","24.33","","","","24.33","","",
"New Caledonia","NCL","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","","16","","","","","10.8","","","","","10.8","","","","10.8","","",
"Nigeria","NGA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","30.99","","","","","","","","","","30.99","","","","","31.45","","","","","31.45","","","","31.45","","",
"Nicaragua","NIC","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.05","","","","","14.05","","","","14.05","","",
"Netherlands","NLD","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.68","","","","","10.95","","","","11.8","","",
"High income: nonOECD","NOC","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","6","","","","","","","","","","29.3932323232323","","","","","12.6270194986072","","","","","25.2857142857143","","","","","11.7896753050421","","","","","17.9483612356275","","","","","18.3656791614421","","","","","18.1055004522976","","","","18.4698032127602","","",
"Norway","NOR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.06","","","","","28.34","","","","28.34","","",
"Nepal","NPL","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.051","","","","","1.508","","","","1.508","","",
"New Zealand","NZL","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","46","","","","","","","","","","46","","","","","21.46","","","","","21.46","","","","21.46","","",
"High income: OECD","OEC","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","16.7763738300436","","","","","18.84","","","","","","","","","","","","","","","13.8897040541397","","","","","14.068077984313","","","","","16.4177178782732","","","","","16.7005235218185","","","","16.7245870092585","","",
"OECD members","OED","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","16.7763738300436","","","","","18.84","","","","","","","","","","","","","","","14.0216805189276","","","","","14.125425422331","","","","","16.1335038495712","","","","","16.4296879424956","","","","16.440724513533","","",
"Oman","OMN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.579","","","","","4.579","","","","","7.353","","","","","10.14","","","","10.14","","",
"Other small states","OSS","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","16.22","","","","","1.831341211226","","","","","","","","","","","","","","","16.9236369467607","","","","","17.9969412650602","","","","","17.3139707969986","","","","17.9636172461878","","",
"Pakistan","PAK","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1.607","","","","","1.607","","","","","3.702","","","","","3.702","","","","5.259","","",
"Panama","PAN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.76","","","","","45.76","","","","45.76","","",
"Peru","PER","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.639","","","","","6.639","","","","","6.841","","","","","6.841","","","","6.841","","",
"Philippines","PHL","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.412","","","","7.645","","",
"Palau","PLW","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.93","","","","","57","","","","57","","",
"Poland","POL","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.2","","","","","29","","","","30.66","","",
"Puerto Rico","PRI","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.65","","","","","77.53","","","","","82.97","","","","","90.88","","","","90.88","","",
"Korea, Dem. Rep.","PRK","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.43","","","","10.43","","",
"Portugal","PRT","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.621","","","","","7.621","","","","7.621","","",
"Paraguay","PRY","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","","","","","","","","","15","","","","","20.41","","","","","20.41","","","","20.41","","",
"Pacific island small states","PSS","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","20","","","","","28.03","","","","","28.03","","","","28.03","","",
"French Polynesia","PYF","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","23.33","","","","","","","","","","","","","","","","","","","","23.13","","","","","23.82","","","","","39.19","","","","39.19","","",
"Romania","ROU","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","15.33","","","","","13.89","","","","","11.7","","","","","13.02","","","","","11.02","","","","","16.45","","","","","20.74","","","","","20.05","","","","21.89","","",
"Russian Federation","RUS","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.55","","","","","20.24","","","","","20.24","","","","20.24","","",
"Rwanda","RWA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","","","","24","","","","24","","",
"South Asia","SAS","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","2.42482189726284","","","","","3.206","","","","","3.55739395400385","","","","","4.16242434498752","","","","","4.04346969351642","","","","","5.96115788818772","","","","","5.99275091995306","","","","6.8751440207578","","",
"Saudi Arabia","SAU","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.913","","","","","8.913","","","","","8.913","","","","","8.999","","","","8.999","","",
"Sudan","SDN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","4.494","","","","","2.282","","","","","2.282","","","","2.282","","",
"Senegal","SEN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","5","","","","","4.412","","","","","4.412","","","","4.412","","",
"Singapore","SGP","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","45","","","","","","","","","","","","","","","","","","","","45","","","","","45","","","","","45","","","","45","","",
"Solomon Islands","SLB","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","7.027","","","","","","","","","","7.027","","","","","19.36","","","","","19.36","","","","19.36","","",
"El Salvador","SLV","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.74","","","","","33.74","","","","","27.54","","","","","27.54","","","","27.54","","",
"San Marino","SMR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","2.963","","","","","","","","","","2.963","","","","","0.304","","","","","0.4548","","","","0.4548","","",
"Serbia","SRB","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5","","","","16.57","","",
"Sub-Saharan Africa (developing only)","SSA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","33.8","","","","","16.22","","","","","7.1331329068941","","","","","","","","","","11.8192277256111","","","","","11.2968860333259","","","","","12.1131630047436","","","","","12.1360294873638","","","","12.1360294873638","","",
"South Sudan","SSD","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
