"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Italy","ITA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","41.6","","","","","","","","","","","","","","","","","","","","","","","","","41.6","","","","","45.41","","","","","45.41","","","","45.41","","",
"Jamaica","JAM","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.928","","","","","0.5847","","","","","0.5847","","","","0.5847","","",
"Jordan","JOR","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","0.451","","","","","0.535","","","","","0.619","","","","","0.984","","","","","0.984","","","","","0.984","","","","","0.9409","","","","0.9409","","",
"Japan","JPN","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","88.2","","","","","","","","","","91.4","","","","","89.07","","","","","90.04","","","","","90.04","","","","90.04","","",
"Kazakhstan","KAZ","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.67","","","","","19.7","","","","","20.72","","","","21.14","","",
"Kenya","KEN","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.049","","","","","2.049","","","","","2.049","","","","","2.735","","","","2.735","","",
"Kyrgyz Republic","KGZ","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.09","","","","","10.08","","","","","10.08","","","","10.08","","",
"Cambodia","KHM","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.184","","","","2.184","","",
"Kiribati","KIR","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.47","","","","","25.47","","","","25.47","","",
"Kosovo","KSV","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.538","","","","","0.9132","","","","","0.9132","","","","0.9132","","",
"Latin America & Caribbean (developing only)","LAC","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215.7915","","","","","248.525","","","","","253.6716","","","","254.5216","","",
"Lao PDR","LAO","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.26","","","","4.26","","",
"Lebanon","LBN","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","0.751","","","","","","","","","","","","","","","","","","","","1.293","","","","","1.433","","","","","1.31","","","","1.31","","",
"Liberia","LBR","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","","","","","","","","","","0.13","","","","","0.1785","","","","","0.1785","","","","0.1785","","",
"Libya","LBY","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","1.2","","","","","1.47","","","","","3.115","","","","","4.76","","","","","4.6","","","","","4.326","","","","","4.326","","","","4.326","","",
"St. Lucia","LCA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0166","","","","0.0166","","",
"Latin America & Caribbean (all income levels)","LCN","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237.9053","","","","","264.679","","","","","269.9641","","","","270.8141","","",
"Least developed countries: UN classification","LDC","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.4369","","","","","156.7904","","","","","164.683","","","","200.891","","",
"Low income","LIC","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.5829","","","","","138.2485","","","","","149.4181","","","","185.2881","","",
"Liechtenstein","LIE","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.769","","","","","9.769","","","","","13.01","","","","","12.95","","","","12.95","","",
"Lower middle income","LMC","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","994.616","","","","","1227.4328","","","","","1347.6165","","","","1512.1145","","",
"Low & middle income","LMY","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2138.8252","","","","","2445.3788","","","","","2685.4364","","","","2885.6848","","",
"Lesotho","LSO","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","","","","","","","","","","0.05","","","","","0.05","","","","","0.05","","","","0.05","","",
"Lithuania","LTU","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.253","","","","","2.758","","","","","2.378","","","","2.378","","",
"Luxembourg","LUX","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","0.067","","","","","0.059","","","","","0.0565","","","","","0.0602","","","","","0.0602","","","","0.0602","","",
"Latvia","LVA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.285","","","","","0.413","","","","","0.413","","","","0.413","","",
"Macao SAR, China","MAC","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","9","","","","","10.05","","","","","11","","","","","11.04","","","","","11.26","","","","","12.61","","","","","12.61","","","","12.61","","",
"Monaco","MCO","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0067","","","","","0.006","","","","","0.0058","","","","","0.0055","","","","0.005","","",
"Moldova","MDA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.963","","","","","2.963","","","","","1.915","","","","","1.915","","","","1.915","","",
"Madagascar","MDG","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3","","","","","","","","","","16.3","","","","","14.68","","","","","14.68","","","","14.68","","",
"Maldives","MDV","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0034","","","","","","","","","","0.0034","","","","","0.0034","","","","","0.0034","","","","0.0059","","",
"Middle East & North Africa (all income levels)","MEA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","153.854","","","","","","","","","","","","","","","90.377","","","","","262.4069","","","","","297.037","","","","","309.2714","","","","309.2714","","",
"Mexico","MEX","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","56","","","","","","","","","","","","","","","56","","","","","72.6","","","","","78.95","","","","79.8","","",
"Marshall Islands","MHL","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2035.2423","","","","","2307.1303","","","","","2536.0183","","","","2700.3967","","",
"Macedonia, FYR","MKD","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.555","","","","","0.694","","","","","1.028","","","","1.028","","",
"Mali","MLI","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36","","","","","","","","","","1.36","","","","","6.546","","","","","6.546","","","","6.546","","",
"Malta","MLT","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","0.02","","","","","","","","","","","","","","","0.056","","","","","0.0539","","","","","0.0539","","","","0.0539","","",
"Myanmar","MMR","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","28.26","","","","","","","","","","28.26","","","","","33.23","","","","","33.23","","","","33.23","","",
"Middle East & North Africa (developing only)","MNA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","152.072","","","","","","","","","","61.562","","","","","70.091","","","","","239.134","","","","","272.422","","","","","276.5599","","","","276.5599","","",
"Montenegro","MNE","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1609","","",
"Mongolia","MNG","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.428","","","","","0.428","","","","","0.428","","","","0.428","","",
"Northern Mariana Islands","MNP","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.605","","","","","0.605","","","","","0.7442","","","","","0.7442","","","","0.7442","","",
"Mauritania","MRT","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","0.73","","","","","","","","","","","","","","","0.73","","","","","1.601","","","","","1.601","","","","1.601","","",
"Mauritius","MUS","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","0.36","","","","","","","","","","","","","","","0.566","","","","","0.615","","","","","0.61","","","","","0.725","","","","0.725","","",
"Malawi","MWI","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.936","","","","","0.9695","","","","","0.9695","","","","0.9695","","",
"Malaysia","MYS","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.12","","","","","7.503","","","","","7.503","","","","","13.21","","","","13.21","","",
"North America","NAC","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510.2","","","","","519.37","","","","","524.37","","","","524.37","","",
"Namibia","NAM","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","0.14","","","","","0.249","","","","","0.273","","","","","0.3","","","","","0.3","","","","0.3","","",
"New Caledonia","NCL","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","","","","0.5","","","","","2.364","","","","","2.364","","","","2.364","","",
"Nigeria","NGA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","3.63","","","","","","","","","","3.63","","","","","10.31","","","","","10.31","","","","10.31","","",
"Nicaragua","NIC","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.288","","","","","1.288","","","","1.288","","",
"Netherlands","NLD","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","9.198","","","","","9.349","","","","","7.984","","","","","7.984","","","","","8.947","","","","","11.46","","","","10.61","","",
"High income: nonOECD","NOC","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","2","","","","","2.355","","","","","2.939","","","","2.939","","",
"Nepal","NPL","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.852","","","","","9.787","","","","9.787","","",
"New Zealand","NZL","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","1.2","","","","","1.9","","","","","","","","","","1.9","","","","","4.753","","","","","4.753","","","","4.753","","",
"High income: OECD","OEC","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","745.644","","","","","","","","","","703.21","","","","","867.3525","","","","","912.2984","","","","","903.9012","","","","902.2672","","",
"OECD members","OED","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","806.449","","","","","","","","","","734.81","","","","","961.3035","","","","","1032.7384","","","","","1028.5412","","","","1027.7572","","",
"Oman","OMN","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.223","","","","","1.223","","","","","1.36","","","","","1.321","","","","1.321","","",
"Other small states","OSS","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0337","","","","","2.663","","","","","3.9518","","","","4.4532","","",
"Pakistan","PAK","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","153.4","","","","","","","","","","","","","","","155.6","","","","","155.6","","","","","172.6","","","","","172.6","","","","183.5","","",
"Panama","PAN","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.643","","","","","1.643","","","","","0.4517","","","","","0.4517","","","","0.4517","","",
"Peru","PER","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.98","","","","","18.98","","","","","19.34","","","","","19.34","","","","19.34","","",
"Philippines","PHL","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.9","","","","81.56","","",
"Palau","PLW","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2714","","","","","0.3921","","","","0.3921","","",
"Poland","POL","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","15.13","","","","","16.41","","","","","15.16","","","","","15.16","","","","","12.83","","","","","12.68","","","","11.96","","",
"Puerto Rico","PRI","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.794","","","","","0.8252","","","","","0.8565","","","","","0.995","","","","0.995","","",
"Korea, Dem. Rep.","PRK","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.658","","","","8.658","","",
"Portugal","PRT","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.463","","","","","8.463","","","","8.463","","",
"Paraguay","PRY","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","0.43","","","","","","","","","","0.43","","","","","0.49","","","","","0.49","","","","0.49","","",
"Pacific island small states","PSS","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","0.15","","","","","","","","","","","","","","","","","","","","0.2849","","","","","0.2939","","","","","0.444","","","","0.444","","",
"Romania","ROU","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","9.59","","","","","14.4","","","","","18.8","","","","","20.5","","","","","20.41","","","","","12.46","","","","","8.97","","","","","8.429","","","","6.876","","",
"Russian Federation","RUS","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.1","","","","","66.2","","","","","66.2","","","","66.2","","",
"Rwanda","RWA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15","","","","","0.15","","","","0.15","","",
"South Asia","SAS","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","691.4824","","","","","826.1454","","","","","826.0204","","","","1023.7309","","",
"Saudi Arabia","SAU","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.02","","","","","17.02","","","","","17.02","","","","","23.67","","","","23.67","","",
"Sudan","SDN","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1","","","","","15.5","","","","","17.8","","","","","37.14","","","","","37.14","","","","37.14","","",
"Senegal","SEN","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36","","","","","","","","","","1.36","","","","","2.221","","","","","2.221","","","","2.221","","",
"Singapore","SGP","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","0.19","","","","","","","","","","","","","","","","","","","","0.19","","","","","0.19","","","","","0.19","","","","0.19","","",
"Solomon Islands","SLB","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37","","","","","","","","","","0.37","","","","","0.4932","","","","","0.4932","","","","0.4932","","",
"El Salvador","SLV","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.729","","","","","0.729","","","","","1.376","","","","","1.376","","","","1.376","","",
"San Marino","SMR","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","0.81","","","","","","","","","","0.81","","","","","3.29","","","","","3.298","","","","3.298","","",
"Serbia","SRB","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.954","","","","4.121","","",
"Sub-Saharan Africa (developing only)","SSA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.6683","","","","","123.5623","","","","","124.5417","","","","124.5417","","",
"South Sudan","SSD","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (all income levels)","SSF","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","42.767","","","","","","","","","","68.6783","","","","","123.5797","","","","","124.5591","","","","124.5591","","",
"Small states","SST","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4019","","","","","6.1135","","","","","7.4289","","","","7.9303","","",
"Sao Tome and Principe","STP","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.007","","","","","0.007","","","","","0.007","","","","0.007","","",
"Suriname","SUR","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46","","","","","","","","","","0.46","","","","","0.67","","","","","0.67","","","","0.67","","",
"Slovak Republic","SVK","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.31","","","","","1.171","","","","","0.688","","","","0.688","","",
"Slovenia","SVN","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.926","","","","0.942","","",
"Sweden","SWE","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","4.106","","","","","2.97","","","","","2.89","","","","","2.711","","","","","2.688","","","","","2.616","","","","2.616","","",
"Swaziland","SWZ","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","0.657","","","","","","","","","","","","","","","0.657","","","","","1.042","","","","","1.042","","","","1.042","","",
"Sint Maarten (Dutch part)","SXM","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0119","","","","","0.0119","","","","","0.0119","","","","","0.0137","","","","0.0137","","",
"Syrian Arab Republic","SYR","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","3.34","","","","","","","","","","","","","","","","","","","","14.43","","","","","16.36","","","","","16.76","","","","16.76","","",
"Turks and Caicos Islands","TCA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","0.181","","","","","","","","","","0.181","","","","","0.367","","","","","0.367","","","","0.367","","",
"Togo","TGO","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","0.091","","","","","","","","","","0.091","","","","","0.169","","","","","0.169","","","","0.169","","",
"Thailand","THA","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.31","","","","57.31","","",
"Tajikistan","TJK","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.87","","","","","11.96","","","","","11.49","","","","11.49","","",
"Turkmenistan","TKM","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.78","","","","","24.91","","","","","27.95","","","","27.95","","",
"Timor-Leste","TLS","Annual freshwater withdrawals, total (billion cubic meters)","ER.H2O.FWTL.K3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.172","","","","1.172","","",
